epoch,step,train_loss_epoch,train_loss_regularized_epoch,train_loss_regularized_step,train_loss_scaled (x10^0)_epoch,train_loss_scaled (x10^0)_step,train_loss_step,val_loss_epoch,val_loss_scaled (x10^0)_epoch,val_loss_scaled (x10^0)_step,val_loss_step
0,0,,,16.442609786987305,,16.431011199951172,16.431011199951172,,,,
0,1,,,40.045562744140625,,40.03397750854492,40.03397750854492,,,,
0,2,,,48.372703552246094,,48.36112976074219,48.36112976074219,,,,
0,3,,,46.156131744384766,,46.144569396972656,46.144569396972656,,,,
0,4,,,28.513765335083008,,28.502214431762695,28.502214431762695,,,,
0,5,,,37.384681701660156,,37.37314224243164,37.37314224243164,,,,
0,6,,,50.926631927490234,,50.91510009765625,50.91510009765625,,,,
,0,,,,,,,,,3.570280075073242,3.570280075073242
0,6,,,,,,,3.570280075073242,3.570280075073242,,
0,6,37.01007080078125,37.02164077758789,,37.01007080078125,,,,,,
1,7,,,62.56695556640625,,62.55543518066406,62.55543518066406,,,,
1,8,,,40.26420211791992,,40.2526969909668,40.2526969909668,,,,
1,9,,,14.189369201660156,,14.177874565124512,14.177874565124512,,,,
1,10,,,41.30672836303711,,41.29524612426758,41.29524612426758,,,,
1,11,,,26.07938003540039,,26.067909240722656,26.067909240722656,,,,
1,12,,,43.85015106201172,,43.83869171142578,43.83869171142578,,,,
1,13,,,19.789310455322266,,19.777860641479492,19.777860641479492,,,,
,1,,,,,,,,,3.5486953258514404,3.5486953258514404
1,13,,,,,,,3.5486953258514404,3.5486953258514404,,
1,13,36.95757293701172,36.96906280517578,,36.95757293701172,,,,,,
2,14,,,43.86301803588867,,43.85158157348633,43.85158157348633,,,,
2,15,,,16.951251983642578,,16.93982696533203,16.93982696533203,,,,
2,16,,,35.34136962890625,,35.329959869384766,35.329959869384766,,,,
2,17,,,51.3585090637207,,51.34711456298828,51.34711456298828,,,,
2,18,,,68.42461395263672,,68.4132308959961,68.4132308959961,,,,
2,19,,,18.380468368530273,,18.369096755981445,18.369096755981445,,,,
2,20,,,2.6437880992889404,,2.6324291229248047,2.6324291229248047,,,,
,2,,,,,,,,,3.525297164916992,3.525297164916992
2,20,,,,,,,3.525297164916992,3.525297164916992,,
2,20,36.90007400512695,36.91147232055664,,36.90007400512695,,,,,,
3,21,,,51.627037048339844,,51.61568832397461,51.61568832397461,,,,
3,22,,,38.797122955322266,,38.78578567504883,38.78578567504883,,,,
3,23,,,43.22562026977539,,43.214298248291016,43.214298248291016,,,,
3,24,,,27.60420799255371,,27.59290313720703,27.59290313720703,,,,
