epoch,step,train_loss_epoch,train_loss_regularized_epoch,train_loss_regularized_step,train_loss_scaled (x10^0)_epoch,train_loss_scaled (x10^0)_step,train_loss_step,val_loss_epoch,val_loss_scaled (x10^0)_epoch,val_loss_scaled (x10^0)_step,val_loss_step
0,0,,,31.840839385986328,,31.840839385986328,31.840839385986328,,,,
0,1,,,54.58522415161133,,54.58522415161133,54.58522415161133,,,,
0,2,,,15.264261245727539,,15.264261245727539,15.264261245727539,,,,
0,3,,,37.150604248046875,,37.150604248046875,37.150604248046875,,,,
0,4,,,39.56929016113281,,39.56929016113281,39.56929016113281,,,,
0,5,,,32.43714141845703,,32.43714141845703,32.43714141845703,,,,
0,6,,,73.34146118164062,,73.34146118164062,73.34146118164062,,,,
,0,,,,,,,,,3.7146215438842773,3.7146215438842773
0,6,,,,,,,3.7146213054656982,3.7146213054656982,,
0,6,37.38829803466797,37.38829803466797,,37.38829803466797,,,,,,
1,7,,,37.8211784362793,,37.8211784362793,37.8211784362793,,,,
1,8,,,52.126808166503906,,52.126808166503906,52.126808166503906,,,,
1,9,,,32.92487335205078,,32.92487335205078,32.92487335205078,,,,
1,10,,,39.48832321166992,,39.48832321166992,39.48832321166992,,,,
1,11,,,38.01834487915039,,38.01834487915039,38.01834487915039,,,,
1,12,,,26.432214736938477,,26.432214736938477,26.432214736938477,,,,
1,13,,,29.865535736083984,,29.865535736083984,29.865535736083984,,,,
,1,,,,,,,,,3.6922762393951416,3.6922762393951416
1,13,,,,,,,3.6922762393951416,3.6922762393951416,,
1,13,37.335105895996094,37.335105895996094,,37.335105895996094,,,,,,
2,14,,,42.87974548339844,,42.87974548339844,42.87974548339844,,,,
2,15,,,35.629634857177734,,35.629634857177734,35.629634857177734,,,,
2,16,,,28.616512298583984,,28.616512298583984,28.616512298583984,,,,
2,17,,,25.87030601501465,,25.87030601501465,25.87030601501465,,,,
2,18,,,64.4476547241211,,64.4476547241211,64.4476547241211,,,,
2,19,,,33.742713928222656,,33.742713928222656,33.742713928222656,,,,
2,20,,,17.20456314086914,,17.20456314086914,17.20456314086914,,,,
,2,,,,,,,,,3.667452335357666,3.667452335357666
2,20,,,,,,,3.667452335357666,3.667452335357666,,
2,20,37.276588439941406,37.276588439941406,,37.276588439941406,,,,,,
3,21,,,52.26490020751953,,52.26490020751953,52.26490020751953,,,,
3,22,,,30.410320281982422,,30.410320281982422,30.410320281982422,,,,
3,23,,,36.872554779052734,,36.872554779052734,36.872554779052734,,,,
3,24,,,30.93402671813965,,30.93402671813965,30.93402671813965,,,,
3,25,,,30.14141273498535,,30.14141273498535,30.14141273498535,,,,
3,26,,,50.141910552978516,,50.141910552978516,50.141910552978516,,,,
3,27,,,17.258594512939453,,17.258594512939453,17.258594512939453,,,,
,3,,,,,,,,,3.641554594039917,3.641554594039917
3,27,,,,,,,3.641554594039917,3.641554594039917,,
3,27,37.213661193847656,37.213661193847656,,37.213661193847656,,,,,,
4,28,,,40.05595016479492,,40.05595016479492,40.05595016479492,,,,
4,29,,,24.131736755371094,,24.131736755371094,24.131736755371094,,,,
4,30,,,30.893911361694336,,30.893911361694336,30.893911361694336,,,,
4,31,,,40.69877243041992,,40.69877243041992,40.69877243041992,,,,
4,32,,,54.21116256713867,,54.21116256713867,54.21116256713867,,,,
4,33,,,34.535858154296875,,34.535858154296875,34.535858154296875,,,,
4,34,,,32.77395248413086,,32.77395248413086,32.77395248413086,,,,
,4,,,,,,,,,3.6146605014801025,3.6146605014801025
4,34,,,,,,,3.6146605014801025,3.6146605014801025,,
4,34,37.14786148071289,37.14786148071289,,37.14786148071289,,,,,,
5,35,,,21.507009506225586,,21.507009506225586,21.507009506225586,,,,
5,36,,,38.81510925292969,,38.81510925292969,38.81510925292969,,,,
5,37,,,21.42948341369629,,21.42948341369629,21.42948341369629,,,,
5,38,,,67.6090087890625,,67.6090087890625,67.6090087890625,,,,
5,39,,,29.693300247192383,,29.693300247192383,29.693300247192383,,,,
5,40,,,40.481895446777344,,40.481895446777344,40.481895446777344,,,,
5,41,,,44.92170333862305,,44.92170333862305,44.92170333862305,,,,
,5,,,,,,,,,3.5868401527404785,3.5868401527404785
5,41,,,,,,,3.5868401527404785,3.5868401527404785,,
5,41,37.07944107055664,37.07944107055664,,37.07944107055664,,,,,,
6,42,,,37.12324142456055,,37.12324142456055,37.12324142456055,,,,
6,43,,,49.58418655395508,,49.58418655395508,49.58418655395508,,,,
6,44,,,54.632511138916016,,54.632511138916016,54.632511138916016,,,,
6,45,,,41.3666877746582,,41.3666877746582,41.3666877746582,,,,
6,46,,,17.59795379638672,,17.59795379638672,17.59795379638672,,,,
6,47,,,23.770353317260742,,23.770353317260742,23.770353317260742,,,,
6,48,,,31.6535701751709,,31.6535701751709,31.6535701751709,,,,
,6,,,,,,,,,3.558711290359497,3.558711290359497
6,48,,,,,,,3.558711290359497,3.558711290359497,,
6,48,37.010982513427734,37.010982513427734,,37.010982513427734,,,,,,
7,49,,,52.847755432128906,,52.847755432128906,52.847755432128906,,,,
7,50,,,38.01833724975586,,38.01833724975586,38.01833724975586,,,,
7,51,,,32.07826614379883,,32.07826614379883,32.07826614379883,,,,
7,52,,,52.74932861328125,,52.74932861328125,52.74932861328125,,,,
7,53,,,22.83548355102539,,22.83548355102539,22.83548355102539,,,,
7,54,,,22.953182220458984,,22.953182220458984,22.953182220458984,,,,
7,55,,,37.360626220703125,,37.360626220703125,37.360626220703125,,,,
,7,,,,,,,,,3.5300378799438477,3.5300378799438477
7,55,,,,,,,3.5300381183624268,3.5300381183624268,,
7,55,36.94001388549805,36.94001388549805,,36.94001388549805,,,,,,
8,56,,,60.87127685546875,,60.87127685546875,60.87127685546875,,,,
8,57,,,46.78611373901367,,46.78611373901367,46.78611373901367,,,,
8,58,,,31.348922729492188,,31.348922729492188,31.348922729492188,,,,
8,59,,,15.613073348999023,,15.613073348999023,15.613073348999023,,,,
8,60,,,20.761640548706055,,20.761640548706055,20.761640548706055,,,,
8,61,,,50.71660232543945,,50.71660232543945,50.71660232543945,,,,
8,62,,,23.833309173583984,,23.833309173583984,23.833309173583984,,,,
,8,,,,,,,,,3.501467704772949,3.501467704772949
8,62,,,,,,,3.50146746635437,3.50146746635437,,
8,62,36.86825180053711,36.86825180053711,,36.86825180053711,,,,,,
9,63,,,33.61886978149414,,33.61886978149414,33.61886978149414,,,,
9,64,,,58.86568832397461,,58.86568832397461,58.86568832397461,,,,
9,65,,,28.369873046875,,28.369873046875,28.369873046875,,,,
9,66,,,33.32567596435547,,33.32567596435547,33.32567596435547,,,,
9,67,,,20.795970916748047,,20.795970916748047,20.795970916748047,,,,
9,68,,,41.21860122680664,,41.21860122680664,41.21860122680664,,,,
9,69,,,48.99872589111328,,48.99872589111328,48.99872589111328,,,,
,9,,,,,,,,,3.471634864807129,3.471634864807129
9,69,,,,,,,3.471635103225708,3.471635103225708,,
9,69,36.795169830322266,36.795169830322266,,36.795169830322266,,,,,,
10,70,,,30.934310913085938,,30.934310913085938,30.934310913085938,,,,
10,71,,,38.02759552001953,,38.02759552001953,38.02759552001953,,,,
10,72,,,34.09774398803711,,34.09774398803711,34.09774398803711,,,,
10,73,,,45.04237365722656,,45.04237365722656,45.04237365722656,,,,
10,74,,,40.23878479003906,,40.23878479003906,40.23878479003906,,,,
10,75,,,44.718318939208984,,44.718318939208984,44.718318939208984,,,,
10,76,,,2.752352237701416,,2.752352237701416,2.752352237701416,,,,
,10,,,,,,,,,3.4420900344848633,3.4420900344848633
10,76,,,,,,,3.4420902729034424,3.4420902729034424,,
10,76,36.72019958496094,36.72019958496094,,36.72019958496094,,,,,,
11,77,,,20.92311668395996,,20.92311668395996,20.92311668395996,,,,
11,78,,,46.828731536865234,,46.828731536865234,46.828731536865234,,,,
11,79,,,36.730140686035156,,36.730140686035156,36.730140686035156,,,,
11,80,,,27.692386627197266,,27.692386627197266,27.692386627197266,,,,
11,81,,,42.282676696777344,,42.282676696777344,42.282676696777344,,,,
11,82,,,48.133033752441406,,48.133033752441406,48.133033752441406,,,,
11,83,,,29.395383834838867,,29.395383834838867,29.395383834838867,,,,
,11,,,,,,,,,3.4111695289611816,3.4111695289611816
11,83,,,,,,,3.4111695289611816,3.4111695289611816,,
11,83,36.645233154296875,36.645233154296875,,36.645233154296875,,,,,,
12,84,,,17.45185661315918,,17.45185661315918,17.45185661315918,,,,
12,85,,,47.502864837646484,,47.502864837646484,47.502864837646484,,,,
12,86,,,26.253890991210938,,26.253890991210938,26.253890991210938,,,,
12,87,,,41.4547233581543,,41.4547233581543,41.4547233581543,,,,
12,88,,,66.09553527832031,,66.09553527832031,66.09553527832031,,,,
12,89,,,26.89314079284668,,26.89314079284668,26.89314079284668,,,,
12,90,,,19.91130828857422,,19.91130828857422,19.91130828857422,,,,
,12,,,,,,,,,3.3790085315704346,3.3790085315704346
12,90,,,,,,,3.3790085315704346,3.3790085315704346,,
12,90,36.56764602661133,36.56764602661133,,36.56764602661133,,,,,,
13,91,,,53.89969253540039,,53.89969253540039,53.89969253540039,,,,
13,92,,,14.300800323486328,,14.300800323486328,14.300800323486328,,,,
13,93,,,45.26128387451172,,45.26128387451172,45.26128387451172,,,,
13,94,,,32.14104080200195,,32.14104080200195,32.14104080200195,,,,
13,95,,,21.118183135986328,,21.118183135986328,21.118183135986328,,,,
13,96,,,49.88124084472656,,49.88124084472656,49.88124084472656,,,,
13,97,,,42.69412612915039,,42.69412612915039,42.69412612915039,,,,
,13,,,,,,,,,3.3448996543884277,3.3448996543884277
13,97,,,,,,,3.3448996543884277,3.3448996543884277,,
13,97,36.48823928833008,36.48823928833008,,36.48823928833008,,,,,,
14,98,,,27.160263061523438,,27.160263061523438,27.160263061523438,,,,
14,99,,,38.8381462097168,,38.8381462097168,38.8381462097168,,,,
14,100,,,9.601924896240234,,9.601924896240234,9.601924896240234,,,,
14,101,,,70.40985870361328,,70.40985870361328,70.40985870361328,,,,
14,102,,,19.46099090576172,,19.46099090576172,19.46099090576172,,,,
14,103,,,41.89552307128906,,41.89552307128906,41.89552307128906,,,,
14,104,,,65.87422943115234,,65.87422943115234,65.87422943115234,,,,
,14,,,,,,,,,3.308053731918335,3.308053731918335
14,104,,,,,,,3.308053731918335,3.308053731918335,,
14,104,36.4030647277832,36.4030647277832,,36.4030647277832,,,,,,
15,105,,,24.783506393432617,,24.783506393432617,24.783506393432617,,,,
15,106,,,40.10770034790039,,40.10770034790039,40.10770034790039,,,,
15,107,,,49.52909851074219,,49.52909851074219,49.52909851074219,,,,
15,108,,,32.204254150390625,,32.204254150390625,32.204254150390625,,,,
15,109,,,41.11347579956055,,41.11347579956055,41.11347579956055,,,,
15,110,,,43.09516143798828,,43.09516143798828,43.09516143798828,,,,
15,111,,,1.771180510520935,,1.771180510520935,1.771180510520935,,,,
,15,,,,,,,,,3.2696805000305176,3.2696805000305176
15,111,,,,,,,3.2696805000305176,3.2696805000305176,,
15,111,36.313316345214844,36.313316345214844,,36.313316345214844,,,,,,
16,112,,,34.69337463378906,,34.69337463378906,34.69337463378906,,,,
16,113,,,25.77517318725586,,25.77517318725586,25.77517318725586,,,,
16,114,,,31.18062400817871,,31.18062400817871,31.18062400817871,,,,
16,115,,,29.695858001708984,,29.695858001708984,29.695858001708984,,,,
16,116,,,36.39315414428711,,36.39315414428711,36.39315414428711,,,,
16,117,,,51.13994598388672,,51.13994598388672,51.13994598388672,,,,
16,118,,,58.733428955078125,,58.733428955078125,58.733428955078125,,,,
,16,,,,,,,,,3.2263805866241455,3.2263805866241455
