year,sex,age,mortality_rate
1962,Male,29,0.00636655
1962,Female,29,0.00608049
1962,Male,30,0.0064826
1962,Female,30,0.00625928
1962,Male,31,0.00665012
1962,Female,31,0.00643971
1962,Male,32,0.00685009
1962,Female,32,0.00661772
1962,Male,33,0.00706545
1962,Female,33,0.00679118
1962,Male,34,0.00728893
1962,Female,34,0.00696486
1962,Male,35,0.00752456
1962,Female,35,0.00714715
1962,Male,36,0.00778025
1962,Female,36,0.0073475
1962,Male,37,0.00806803
1962,Female,37,0.00757523
1962,Male,38,0.00839533
1962,Female,38,0.00782981
1962,Male,39,0.00876221
1962,Female,39,0.00810421
1962,Male,40,0.00916381
1962,Female,40,0.00838166
1962,Male,41,0.00958807
1962,Female,41,0.00863986
1962,Male,42,0.01002545
1962,Female,42,0.00886727
1962,Male,43,0.01047332
1962,Female,43,0.00906132
1962,Male,44,0.0109369
1962,Female,44,0.00924243
1962,Male,45,0.01143582
1962,Female,45,0.0094464
1962,Male,46,0.0119925
1962,Female,46,0.00971287
1962,Male,47,0.01262932
1962,Female,47,0.01008441
1962,Male,48,0.01336223
1962,Female,48,0.01058063
1962,Male,49,0.01418698
1962,Female,49,0.01120342
1962,Male,50,0.01508926
1962,Female,50,0.01192855
1962,Male,51,0.01603786
1962,Female,51,0.01270609
1962,Male,52,0.01700204
1962,Female,52,0.01349537
1962,Male,53,0.01797531
1962,Female,53,0.01426729
1962,Male,54,0.01896888
1962,Female,54,0.0150363
1962,Male,55,0.020038
1962,Female,55,0.01586208
1962,Male,56,0.02125362
1962,Female,56,0.01682426
1962,Male,57,0.02268539
1962,Female,57,0.01802367
1962,Male,58,0.02439934
1962,Female,58,0.0195309
1962,Male,59,0.02640785
1962,Female,59,0.02137848
1962,Male,60,0.02869631
1962,Female,60,0.0235479
1962,Male,61,0.03120291
1962,Female,61,0.02594574
1962,Male,62,0.03384167
1962,Female,62,0.02847238
1962,Male,63,0.03657371
1962,Female,63,0.03103886
1962,Male,64,0.03939047
1962,Female,64,0.03362778
1962,Male,65,0.04237992
1962,Female,65,0.03633671
1962,Male,66,0.04568739
1962,Female,66,0.03931896
1962,Male,67,0.0494618
1962,Female,67,0.04279109
1962,Male,68,0.05386078
1962,Female,68,0.04693644
1962,Male,69,0.05895003
1962,Female,69,0.05185431
1962,Male,70,0.06473112
1962,Female,70,0.05755977
1962,Male,71,0.07112808
1962,Female,71,0.06391048
1962,Male,72,0.07799518
1962,Female,72,0.07072349
1962,Male,73,0.08524117
1962,Female,73,0.07782031
1962,Male,74,0.09282118
1962,Female,74,0.08508913
1962,Male,75,0.10080916
1962,Female,75,0.09259613
1962,Male,76,0.10938838
1962,Female,76,0.10048751
1962,Male,77,0.11875664
1962,Female,77,0.10900486
1962,Male,78,0.12912686
1962,Female,78,0.11838129
1962,Male,79,0.14063806
1962,Female,79,0.12875362
1962,Male,80,0.15334555
1962,Female,80,0.14019584
1962,Male,81,0.16722758
1962,Female,81,0.15264496
1962,Male,82,0.18216751
1962,Female,82,0.16598749
1962,Male,83,0.19800115
1962,Female,83,0.18007872
1962,Male,84,0.21451546
1962,Female,84,0.19475501
1962,Male,85,0.23148599
1962,Female,85,0.20988079
1962,Male,86,0.24870011
1962,Female,86,0.22535101
1962,Male,87,0.26606413
1962,Female,87,0.24116594
1962,Male,88,0.28367593
1962,Female,88,0.25741501
1962,Male,89,0.30181553
1962,Female,89,0.27436001
1962,Male,90,0.32100508
1962,Female,90,0.29233893
1962,Male,91,0.34174608
1962,Female,91,0.31172913
1962,Male,92,0.36441037
1962,Female,92,0.33284785
1962,Male,93,0.38912338
1962,Female,93,0.35569536
1962,Male,94,0.41551697
1962,Female,94,0.38008511
1962,Male,95,0.44299792
1962,Female,95,0.40547979
1962,Male,96,0.47071616
1962,Female,96,0.43123002
1962,Male,97,0.4978957
1962,Female,97,0.4568272
1962,Male,98,0.52419489
1962,Female,98,0.48186867
1962,Male,99,0.54948569
1962,Female,99,0.50636342
1962,Male,100,0.59923953
1962,Female,100,0.55900399
1963,Male,0,0.16464293
1963,Female,0,0.13422096
1963,Male,1,0.03578854
1963,Female,1,0.03413878
1963,Male,2,0.02410371
1963,Female,2,0.02275779
1963,Male,3,0.01639421
1963,Female,3,0.01533242
1963,Male,4,0.011376
1963,Female,4,0.01055393
1963,Male,5,0.00814301
1963,Female,5,0.00750963
1963,Male,6,0.00607775
1963,Female,6,0.00558841
1963,Male,7,0.00477274
1963,Female,7,0.00438997
1963,Male,8,0.00395456
1963,Female,8,0.00365066
1963,Male,9,0.00345865
1963,Female,9,0.00321405
1963,Male,10,0.00318015
1963,Female,10,0.00298145
1963,Male,11,0.0030577
1963,Female,11,0.00289596
1963,Male,12,0.00305516
1963,Female,12,0.00292181
1963,Male,13,0.00315187
1963,Female,13,0.00303586
1963,Male,14,0.00333767
1963,Female,14,0.00321936
1963,Male,15,0.0036073
1963,Female,15,0.00345352
1963,Male,16,0.00395638
1963,Female,16,0.00371734
1963,Male,17,0.00437762
1963,Female,17,0.00398613
1963,Male,18,0.00485299
1963,Female,18,0.00424023
1963,Male,19,0.00535083
1963,Female,19,0.00446244
1963,Male,20,0.0058232
1963,Female,20,0.00464904
1963,Male,21,0.00620928
1963,Female,21,0.00480262
1963,Male,22,0.00646455
1963,Female,22,0.00493172
1963,Male,23,0.00656511
1963,Female,23,0.00504723
1963,Male,24,0.00653286
1963,Female,24,0.00515838
1963,Male,25,0.00641947
1963,Female,25,0.00527368
1963,Male,26,0.00628407
1963,Female,26,0.00539877
1963,Male,27,0.00618425
1963,Female,27,0.00553791
1963,Male,28,0.0061499
1963,Female,28,0.00569175
1963,Male,29,0.00619235
1963,Female,29,0.005859
1963,Male,30,0.00630557
1963,Female,30,0.00603479
1963,Male,31,0.00646922
1963,Female,31,0.00621293
1963,Male,32,0.00666516
1963,Female,32,0.0063896
1963,Male,33,0.00687713
1963,Female,33,0.00656292
1963,Male,34,0.00709818
1963,Female,34,0.0067374
1963,Male,35,0.007332
1963,Female,35,0.00692089
1963,Male,36,0.00758604
1963,Female,36,0.00712228
1963,Male,37,0.0078717
1963,Female,37,0.0073503
1963,Male,38,0.00819612
1963,Female,38,0.0076045
1963,Male,39,0.00855956
1963,Female,39,0.0078783
1963,Male,40,0.00895766
1963,Female,40,0.0081559
1963,Male,41,0.00937929
1963,Female,41,0.00841621
1963,Male,42,0.00981565
1963,Female,42,0.00864828
1963,Male,43,0.01026444
1963,Female,43,0.00884957
1963,Male,44,0.01073076
1963,Female,44,0.00903948
1963,Male,45,0.01123332
1963,Female,45,0.00925211
1963,Male,46,0.01179352
1963,Female,46,0.00952549
1963,Male,47,0.01243282
1963,Female,47,0.0099006
1963,Male,48,0.01316667
1963,Female,48,0.01039656
1963,Male,49,0.01399127
1963,Female,49,0.01101542
1963,Male,50,0.01489318
1963,Female,50,0.01173394
1963,Male,51,0.01584271
1963,Female,51,0.01250398
1963,Male,52,0.01681058
1963,Female,52,0.01328636
1963,Male,53,0.01779069
1963,Female,53,0.01405306
1963,Male,54,0.01879398
1963,Female,54,0.01481836
1963,Male,55,0.01987394
1963,Female,55,0.01564045
1963,Male,56,0.02109944
1963,Female,56,0.01659712
1963,Male,57,0.02253838
1963,Female,57,0.01778698
1963,Male,58,0.02425532
1963,Female,58,0.01927945
1963,Male,59,0.02626296
1963,Female,59,0.02110704
1963,Male,60,0.02854781
1963,Female,60,0.02325259
1963,Male,61,0.03105052
1963,Female,61,0.02562606
1963,Male,62,0.03368821
1963,Female,62,0.02813123
1963,Male,63,0.0364235
1963,Female,63,0.03068192
1963,Male,64,0.03924832
1963,Female,64,0.03326145
1963,Male,65,0.04224835
1963,Female,65,0.03596516
1963,Male,66,0.04556529
1963,Female,66,0.03894305
1963,Male,67,0.04934478
1963,Female,67,0.04240755
1963,Male,68,0.05374153
1963,Female,68,0.04654041
1963,Male,69,0.05882114
1963,Female,69,0.05144105
1963,Male,70,0.06458686
1963,Female,70,0.05712539
1963,Male,71,0.07096661
1963,Female,71,0.06345565
1963,Male,72,0.07782053
1963,Female,72,0.07025366
1963,Male,73,0.08506089
1963,Female,73,0.07734402
1963,Male,74,0.09264427
1963,Female,74,0.08461724
1963,Male,75,0.10064123
1963,Female,75,0.09213719
1963,Male,76,0.10922745
1963,Female,76,0.10004583
1963,Male,77,0.11859418
1963,Female,77,0.10857931
1963,Male,78,0.12895094
1963,Female,78,0.11796662
1963,Male,79,0.14043792
1963,Female,79,0.12834356
1963,Male,80,0.15311545
1963,Female,80,0.13978575
1963,Male,81,0.16697001
1963,Female,81,0.15223724
1963,Male,82,0.18189693
1963,Female,82,0.16559239
1963,Male,83,0.19774195
1963,Female,83,0.1797133
1963,Male,84,0.21429647
1963,Female,84,0.19444107
1963,Male,85,0.23133253
1963,Female,85,0.20963626
1963,Male,86,0.24862557
1963,Female,86,0.22518699
1963,Male,87,0.26606953
1963,Female,87,0.24108486
1963,Male,88,0.28375465
1963,Female,88,0.25741242
1963,Male,89,0.3019551
1963,Female,89,0.27442873
1963,Male,90,0.32118995
1963,Female,90,0.29246977
1963,Male,91,0.3419594
1963,Female,91,0.31191528
1963,Male,92,0.36463574
1963,Female,92,0.33308665
1963,Male,93,0.38934906
1963,Female,93,0.35599548
1963,Male,94,0.41573419
1963,Female,94,0.38046305
1963,Male,95,0.44319565
1963,Female,95,0.40595092
1963,Male,96,0.47088065
1963,Female,96,0.43180616
1963,Male,97,0.49801291
1963,Female,97,0.45750742
1963,Male,98,0.52425195
1963,Female,98,0.4826457
1963,Male,99,0.54947677
1963,Female,99,0.50721581
1963,Male,100,0.59924518
1963,Female,100,0.55978984
1964,Male,0,0.16055034
1964,Female,0,0.13075625
1964,Male,1,0.0341114
1964,Female,1,0.03242708
1964,Male,2,0.02302791
1964,Female,2,0.02160216
1964,Male,3,0.01569369
1964,Female,3,0.01453973
1964,Male,4,0.01090787
1964,Female,4,0.00999717
1964,Male,5,0.00781787
1964,Female,5,0.00710533
1964,Male,6,0.00584022
1964,Female,6,0.00528176
1964,Male,7,0.0045888
1964,Female,7,0.00414531
1964,Male,8,0.00380378
1964,Female,8,0.00344524
1964,Male,9,0.00332833
1964,Female,9,0.00303287
1964,Male,10,0.00306254
1964,Female,10,0.00281432
1964,Male,11,0.00294799
1964,Female,11,0.00273552
1964,Male,12,0.00295028
1964,Female,12,0.00276244
1964,Male,13,0.00304988
1964,Female,13,0.00287313
1964,Male,14,0.00323693
1964,Female,14,0.00304981
1964,Male,15,0.00350595
1964,Female,15,0.00327452
1964,Male,16,0.00385189
1964,Female,16,0.00352708
1964,Male,17,0.0042663
1964,Female,17,0.00378378
1964,Male,18,0.00473063
1964,Female,18,0.00402589
1964,Male,19,0.00521323
1964,Female,19,0.00423713
1964,Male,20,0.00566761
1964,Female,20,0.00441424
1964,Male,21,0.00603598
1964,Female,21,0.00456005
1964,Male,22,0.00627686
1964,Female,22,0.00468302
1964,Male,23,0.00636899
1964,Female,23,0.00479378
1964,Male,24,0.00633443
1964,Female,24,0.00490115
1964,Male,25,0.00622315
1964,Female,25,0.00501315
1964,Male,26,0.00609179
1964,Female,26,0.00513497
1964,Male,27,0.00599531
1964,Female,27,0.00527046
1964,Male,28,0.00596219
1964,Female,28,0.00542014
1964,Male,29,0.00600331
1964,Female,29,0.00558276
1964,Male,30,0.00611304
1964,Female,30,0.00575399
1964,Male,31,0.00627213
1964,Female,31,0.00592823
1964,Male,32,0.0064634
1964,Female,32,0.00610213
1964,Male,33,0.0066714
1964,Female,33,0.00627397
1964,Male,34,0.00688939
1964,Female,34,0.00644792
1964,Male,35,0.00712076
1964,Female,35,0.00663124
1964,Male,36,0.00737246
1964,Female,36,0.00683217
1964,Male,37,0.00765525
1964,Female,37,0.00705883
1964,Male,38,0.00797598
1964,Female,38,0.00731082
1964,Male,39,0.0083351
1964,Female,39,0.00758199
1964,Male,40,0.00872874
1964,Female,40,0.00785758
1964,Male,41,0.00914669
1964,Female,41,0.00811782
1964,Male,42,0.00958089
1964,Female,42,0.0083524
1964,Male,43,0.01002932
1964,Female,43,0.00855885
1964,Male,44,0.01049695
1964,Female,44,0.00875543
1964,Male,45,0.0110016
1964,Female,45,0.00897444
1964,Male,46,0.0115637
1964,Female,46,0.0092521
1964,Male,47,0.01220383
1964,Female,47,0.00962759
1964,Male,48,0.01293687
1964,Female,48,0.01011934
1964,Male,49,0.01375946
1964,Female,49,0.01072948
1964,Male,50,0.01465902
1964,Female,50,0.01143596
1964,Male,51,0.01560742
1964,Female,51,0.01219279
1964,Male,52,0.01657685
1964,Female,52,0.01296252
1964,Male,53,0.01756162
1964,Female,53,0.01371843
1964,Male,54,0.01857238
1964,Female,54,0.01447446
1964,Male,55,0.01966089
1964,Female,55,0.01528696
1964,Male,56,0.02089393
1964,Female,56,0.01623134
1964,Male,57,0.02233761
1964,Female,57,0.01740336
1964,Male,58,0.02405504
1964,Female,58,0.01887077
1964,Male,59,0.02605922
1964,Female,59,0.02066587
1964,Male,60,0.02833773
1964,Female,60,0.02277304
1964,Male,61,0.03083368
1964,Female,61,0.02510622
1964,Male,62,0.03346724
1964,Female,62,0.02757323
1964,Male,63,0.03620252
1964,Female,63,0.03009128
1964,Male,64,0.03903194
1964,Female,64,0.03264445
1964,Male,65,0.042039
1964,Female,65,0.03532494
1964,Male,66,0.04536177
1964,Female,66,0.03827831
1964,Male,67,0.04914267
1964,Female,67,0.0417113
1964,Male,68,0.05353309
1964,Female,68,0.04580075
1964,Male,69,0.05859847
1964,Female,69,0.0506455
1964,Male,70,0.0643443
1964,Female,70,0.05626521
1964,Male,71,0.07070297
1964,Female,71,0.06253062
1964,Male,72,0.07754106
1964,Female,72,0.06927251
1964,Male,73,0.08477451
1964,Female,73,0.07632264
1964,Male,74,0.09236073
1964,Female,74,0.08357246
1964,Male,75,0.10036639
1964,Female,75,0.09107797
1964,Male,76,0.10895914
1964,Female,76,0.09897073
1964,Male,77,0.11832316
1964,Female,77,0.10747484
1964,Male,78,0.1286598
1964,Female,78,0.11681047
1964,Male,79,0.1401078
1964,Female,79,0.12711452
1964,Male,80,0.1527349
1964,Female,80,0.13846896
1964,Male,81,0.16653829
1964,Female,81,0.15083199
1964,Male,82,0.18142767
1964,Female,82,0.16411243
1964,Male,83,0.19725763
1964,Female,83,0.17817899
1964,Male,84,0.21382183
1964,Female,84,0.1928726
1964,Male,85,0.23089001
1964,Female,85,0.20804119
1964,Male,86,0.24822712
1964,Female,86,0.2235566
1964,Male,87,0.26571552
1964,Female,87,0.23939584
1964,Male,88,0.28343185
1964,Female,88,0.25563155
1964,Male,89,0.30164189
1964,Female,89,0.27253218
1964,Male,90,0.32086612
1964,Female,90,0.29045237
1964,Male,91,0.34160854
1964,Female,91,0.30979778
1964,Male,92,0.36424826
1964,Female,92,0.33091143
1964,Male,93,0.38891748
1964,Female,93,0.35379453
1964,Male,94,0.4152527
1964,Female,94,0.37824692
1964,Male,95,0.44266561
1964,Female,95,0.40368842
1964,Male,96,0.47030991
1964,Female,96,0.42942193
1964,Male,97,0.4974138
1964,Female,97,0.45491811
1964,Male,98,0.52364
1964,Female,98,0.4797754
1964,Male,99,0.54886535
1964,Female,99,0.50406021
1964,Male,100,0.59862727
1964,Female,100,0.55674153
1965,Male,0,0.17106793
1965,Female,0,0.14038506
1965,Male,1,0.04262035
1965,Female,1,0.04033918
1965,Male,2,0.02831741
1965,Female,2,0.0270433
1965,Male,3,0.01973122
1965,Female,3,0.01885712
1965,Male,4,0.01421064
1965,Female,4,0.0136004
1965,Male,5,0.01055801
1965,Female,5,0.01015218
1965,Male,6,0.00816729
1965,Female,6,0.00788383
1965,Male,7,0.00661632
1965,Female,7,0.00636193
1965,Male,8,0.00557852
1965,Female,8,0.00527843
1965,Male,9,0.0048715
1965,Female,9,0.00449296
1965,Male,10,0.00441678
1965,Female,10,0.00395305
1965,Male,11,0.00417643
1965,Female,11,0.00364424
1965,Male,12,0.00413505
1965,Female,12,0.00357126
1965,Male,13,0.00444258
1965,Female,13,0.00365949
1965,Male,14,0.00516874
1965,Female,14,0.00381373
1965,Male,15,0.00619201
1965,Female,15,0.00401699
1965,Male,16,0.00739096
1965,Female,16,0.00425031
1965,Male,17,0.0086402
1965,Female,17,0.00449141
1965,Male,18,0.01014683
1965,Female,18,0.00473806
1965,Male,19,0.01197602
1965,Female,19,0.00498239
1965,Male,20,0.01377139
1965,Female,20,0.0052096
1965,Male,21,0.01516817
1965,Female,21,0.0054107
1965,Male,22,0.01581763
1965,Female,22,0.00558197
1965,Male,23,0.01590667
1965,Female,23,0.00573803
1965,Male,24,0.01587417
1965,Female,24,0.00589519
1965,Male,25,0.01576538
1965,Female,25,0.00605446
1965,Male,26,0.01563793
1965,Female,26,0.00621412
1965,Male,27,0.01554491
1965,Female,27,0.00637116
1965,Male,28,0.01535226
1965,Female,28,0.00652881
1965,Male,29,0.01501171
1965,Female,29,0.00669497
1965,Male,30,0.01466125
1965,Female,30,0.00686854
1965,Male,31,0.01443118
1965,Female,31,0.00704727
1965,Male,32,0.01445159
1965,Female,32,0.00723097
1965,Male,33,0.01464917
1965,Female,33,0.0074243
1965,Male,34,0.01486259
1965,Female,34,0.00763403
1965,Male,35,0.01509061
1965,Female,35,0.00786488
1965,Male,36,0.0153383
1965,Female,36,0.00812248
1965,Male,37,0.01561387
1965,Female,37,0.00841238
1965,Male,38,0.01588888
1965,Female,38,0.00875057
1965,Male,39,0.01615523
1965,Female,39,0.00914065
1965,Male,40,0.01644133
1965,Female,40,0.00955626
1965,Male,41,0.01677111
1965,Female,41,0.00996627
1965,Male,42,0.01717153
1965,Female,42,0.01034834
1965,Male,43,0.01765549
1965,Female,43,0.01070624
1965,Male,44,0.0182118
1965,Female,44,0.01106577
1965,Male,45,0.01883688
1965,Female,45,0.01144867
1965,Male,46,0.0195311
1965,Female,46,0.0118806
1965,Male,47,0.02029793
1965,Female,47,0.01239026
1965,Male,48,0.02114313
1965,Female,48,0.01298878
1965,Male,49,0.02208115
1965,Female,49,0.01368598
1965,Male,50,0.02310726
1965,Female,50,0.01447335
1965,Male,51,0.02420228
1965,Female,51,0.01531927
1965,Male,52,0.02535461
1965,Female,52,0.01620032
1965,Male,53,0.02660094
1965,Female,53,0.01709635
1965,Male,54,0.02797257
1965,Female,54,0.01801931
1965,Male,55,0.02947496
1965,Female,55,0.01902574
1965,Male,56,0.03112703
1965,Female,56,0.02019087
1965,Male,57,0.03296163
1965,Female,57,0.02160987
1965,Male,58,0.0350137
1965,Female,58,0.02337484
1965,Male,59,0.03733393
1965,Female,59,0.02553389
1965,Male,60,0.039934
1965,Female,60,0.02806001
1965,Male,61,0.04277576
1965,Female,61,0.03085769
1965,Male,62,0.0458228
1965,Female,62,0.03382524
1965,Male,63,0.0490611
1965,Female,63,0.03690698
1965,Male,64,0.05249282
1965,Female,64,0.04010935
1965,Male,65,0.05617276
1965,Female,65,0.04350532
1965,Male,66,0.06019268
1965,Female,66,0.0472203
1965,Male,67,0.06468566
1965,Female,67,0.05144002
1965,Male,68,0.06991872
1965,Female,68,0.05651861
1965,Male,69,0.0759866
1965,Female,69,0.06257292
1965,Male,70,0.08271087
1965,Female,70,0.06936534
1965,Male,71,0.08981018
1965,Female,71,0.07651307
1965,Male,72,0.09698514
1965,Female,72,0.08359349
1965,Male,73,0.10397492
1965,Female,73,0.09043574
1965,Male,74,0.1108922
1965,Female,74,0.09721964
1965,Male,75,0.11810761
1965,Female,75,0.10417807
1965,Male,76,0.12604571
1965,Female,76,0.11161747
1965,Male,77,0.13519523
1965,Female,77,0.1199356
1965,Male,78,0.14664884
1965,Female,78,0.13010153
1965,Male,79,0.16087834
1965,Female,79,0.14258888
1965,Male,80,0.17742572
1965,Female,80,0.15703773
1965,Male,81,0.19573262
1965,Female,81,0.1729702
1965,Male,82,0.21518418
1965,Female,82,0.18985983
1965,Male,83,0.23587923
1965,Female,83,0.20774801
1965,Male,84,0.25815611
1965,Female,84,0.22691826
1965,Male,85,0.28166719
1965,Female,85,0.24717827
1965,Male,86,0.30607431
1965,Female,86,0.26835638
1965,Male,87,0.33116831
1965,Female,87,0.29038445
1965,Male,88,0.35771157
1965,Female,88,0.313668
1965,Male,89,0.38626493
1965,Female,89,0.33870558
1965,Male,90,0.41642672
1965,Female,90,0.36565325
1965,Male,91,0.44788368
1965,Female,91,0.39472306
1965,Male,92,0.48024962
1965,Female,92,0.42606555
1965,Male,93,0.51469248
1965,Female,93,0.46221887
1965,Male,94,0.55161173
1965,Female,94,0.50325912
1965,Male,95,0.58869456
1965,Female,95,0.54501674
1965,Male,96,0.62347798
1965,Female,96,0.58320296
1965,Male,97,0.65365626
1965,Female,97,0.61369408
1965,Male,98,0.67685355
1965,Female,98,0.63857751
1965,Male,99,0.69277003
1965,Female,99,0.66265083
1965,Male,100,0.72062015
1965,Female,100,0.7042299
1966,Male,0,0.15427311
1966,Female,0,0.12565689
1966,Male,1,0.03268381
1966,Female,1,0.03090167
1966,Male,2,0.02241765
1966,Female,2,0.02061491
1966,Male,3,0.01569121
1966,Female,3,0.01408819
1966,Male,4,0.01129669
1966,Female,4,0.00994033
1966,Male,5,0.00844249
1966,Female,5,0.00731169
1966,Male,6,0.00660809
1966,Female,6,0.00566125
1966,Male,7,0.00544371
1966,Female,7,0.00463697
1966,Male,8,0.0047127
1966,Female,8,0.00400846
1966,Male,9,0.00427092
1966,Female,9,0.00364004
1966,Male,10,0.00402676
1966,Female,10,0.00344639
1966,Male,11,0.0039272
1966,Female,11,0.00337851
1966,Male,12,0.00394054
1966,Female,12,0.00340565
1966,Male,13,0.00405135
1966,Female,13,0.00351036
1966,Male,14,0.00425225
1966,Female,14,0.00367759
1966,Male,15,0.00453734
1966,Female,15,0.00388894
1966,Male,16,0.00490016
1966,Female,16,0.00412413
1966,Male,17,0.00532988
1966,Female,17,0.00435984
1966,Male,18,0.00583313
1966,Female,18,0.00457925
1966,Male,19,0.0063894
1966,Female,19,0.0047698
1966,Male,20,0.00693095
1966,Female,20,0.00492973
1966,Male,21,0.00738282
1966,Female,21,0.00506282
1966,Male,22,0.00768632
1966,Female,22,0.00517775
1966,Male,23,0.0078311
1966,Female,23,0.00529973
1966,Male,24,0.00785975
1966,Female,24,0.00544293
1966,Male,25,0.00780853
1966,Female,25,0.00560146
1966,Male,26,0.00772503
1966,Female,26,0.00576684
1966,Male,27,0.00765238
1966,Female,27,0.00592934
1966,Male,28,0.00762358
1966,Female,28,0.00608981
1966,Male,29,0.00766576
1966,Female,29,0.00625822
1966,Male,30,0.00777144
1966,Female,30,0.00643389
1966,Male,31,0.0079258
1966,Female,31,0.00661508
1966,Male,32,0.00811379
1966,Female,32,0.0068019
1966,Male,33,0.00834134
1966,Female,33,0.0070009
1966,Male,34,0.00861129
1966,Female,34,0.00721488
1966,Male,35,0.00890455
1966,Female,35,0.00743992
1966,Male,36,0.00920809
1966,Female,36,0.00767298
1966,Male,37,0.0095119
1966,Female,37,0.00791102
1966,Male,38,0.00980119
1966,Female,38,0.0081574
1966,Male,39,0.01008777
1966,Female,39,0.00841895
1966,Male,40,0.01039177
1966,Female,40,0.00868522
1966,Male,41,0.01072916
1966,Female,41,0.00894123
1966,Male,42,0.01111874
1966,Female,42,0.00918015
1966,Male,43,0.01155284
1966,Female,43,0.00939993
1966,Male,44,0.01201586
1966,Female,44,0.00961466
1966,Male,45,0.01252001
1966,Female,45,0.00985233
1966,Male,46,0.01308123
1966,Female,46,0.01014482
1966,Male,47,0.01371853
1966,Female,47,0.01052708
1966,Male,48,0.01443916
1966,Female,48,0.01101637
1966,Male,49,0.01524561
1966,Female,49,0.01161585
1966,Male,50,0.01612948
1966,Female,50,0.01230566
1966,Male,51,0.0170685
1966,Female,51,0.0130437
1966,Male,52,0.01804759
1966,Female,52,0.01379568
1966,Male,53,0.01905193
1966,Female,53,0.01453758
1966,Male,54,0.02009112
1966,Female,54,0.01528275
1966,Male,55,0.02121121
1966,Female,55,0.01608375
1966,Male,56,0.02247141
1966,Female,56,0.0170115
1966,Male,57,0.0239446
1966,Female,57,0.01815646
1966,Male,58,0.0256794
1966,Female,58,0.0195821
1966,Male,59,0.02769739
1966,Female,59,0.02132086
1966,Male,60,0.02998753
1966,Female,60,0.02336233
1966,Male,61,0.03249039
1966,Female,61,0.0256296
1966,Male,62,0.0351481
1966,Female,62,0.02803953
1966,Male,63,0.03792269
1966,Female,63,0.03051723
1966,Male,64,0.04082206
1966,Female,64,0.03304799
1966,Male,65,0.04392218
1966,Female,65,0.03571775
1966,Male,66,0.04733518
1966,Female,66,0.03866392
1966,Male,67,0.0512137
1966,Female,67,0.04208335
1966,Male,68,0.05571501
1966,Female,68,0.04616645
1966,Male,69,0.06091967
1966,Female,69,0.05101809
1966,Male,70,0.06681399
1966,Female,70,0.05664207
1966,Male,71,0.07328466
1966,Female,71,0.06290076
1966,Male,72,0.08020063
1966,Female,72,0.0696169
1966,Male,73,0.08746852
1966,Female,73,0.0766115
1966,Male,74,0.0950769
1966,Female,74,0.08379159
1966,Male,75,0.10312234
1966,Female,75,0.09123247
1966,Male,76,0.1117535
1966,Female,76,0.09908088
1966,Male,77,0.12118165
1966,Female,77,0.10757359
1966,Male,78,0.13171824
1966,Female,78,0.1169973
1966,Male,79,0.14355771
1966,Female,79,0.12751583
1966,Male,80,0.15672282
1966,Female,80,0.13916969
1966,Male,81,0.17114223
1966,Female,81,0.15188752
1966,Male,82,0.18668929
1966,Female,82,0.16555011
1966,Male,83,0.20326253
1966,Female,83,0.18005807
1966,Male,84,0.22073864
1966,Female,84,0.19530757
1966,Male,85,0.23885667
1966,Female,85,0.21113359
1966,Male,86,0.25736162
1966,Female,86,0.22738847
1966,Male,87,0.27612477
1966,Female,87,0.24402625
1966,Male,88,0.29518581
1966,Female,88,0.26112396
1966,Male,89,0.3148937
1966,Female,89,0.27897255
1966,Male,90,0.33569276
1966,Female,90,0.29793262
1966,Male,91,0.35811909
1966,Female,91,0.31842592
1966,Male,92,0.38263643
1966,Female,92,0.34081394
1966,Male,93,0.40982729
1966,Female,93,0.36539076
1966,Male,94,0.43953172
1966,Female,94,0.3920115
1966,Male,95,0.47032504
1966,Female,95,0.41974599
1966,Male,96,0.50063455
1966,Female,96,0.44754226
1966,Male,97,0.52905118
1966,Female,97,0.4745098
1966,Male,98,0.55513252
1966,Female,98,0.50040012
1966,Male,99,0.5793792
1966,Female,99,0.52561526
1966,Male,100,0.62569812
1966,Female,100,0.57757258
1967,Male,0,0.14854172
1967,Female,0,0.12051407
1967,Male,1,0.02976663
1967,Female,1,0.02832065
1967,Male,2,0.02025526
1967,Female,2,0.01869868
1967,Male,3,0.01391269
1967,Female,3,0.01248154
1967,Male,4,0.00974031
1967,Female,4,0.00851959
1967,Male,5,0.00702438
1967,Female,5,0.00601943
1967,Male,6,0.00527465
1967,Female,6,0.00445582
1967,Male,7,0.00416065
1967,Female,7,0.00348897
1967,Male,8,0.00345916
1967,Female,8,0.00289774
1967,Male,9,0.00303431
1967,Female,9,0.00255249
1967,Male,10,0.00279922
1967,Female,10,0.00237195
1967,Male,11,0.00270375
1967,Female,11,0.00230955
1967,Male,12,0.00271797
1967,Female,12,0.00233611
1967,Male,13,0.00282579
1967,Female,13,0.00243249
1967,Male,14,0.00301832
1967,Female,14,0.00258331
1967,Male,15,0.00328948
1967,Female,15,0.00277319
1967,Male,16,0.00363213
1967,Female,16,0.00298527
1967,Male,17,0.00403441
1967,Female,17,0.00319992
1967,Male,18,0.0044762
1967,Female,18,0.00340189
1967,Male,19,0.00492555
1967,Female,19,0.00357813
1967,Male,20,0.00533841
1967,Female,20,0.00372642
1967,Male,21,0.00566471
1967,Female,21,0.00384963
1967,Male,22,0.0058708
1967,Female,22,0.00395515
1967,Male,23,0.00594153
